name,borough,names
Meredith Woods,Staten_Island,henry j stern
Meredith Woods,Staten_Island,william t meredith
Prall&rsquo;s Island,Staten_Island,abraham prall
Prall&rsquo;s Island,Staten_Island,arent jansen van naerden prall
Prall&rsquo;s Island,Staten_Island,thomas dongan
Staten Island Corporate Park,Staten_Island,ike merrill
Toad Hall Playground,Staten_Island,walter dongan
Toad Hall Playground,Staten_Island,henry j stern
Toad Hall Playground,Staten_Island,elsa glauber
Toad Hall Playground,Staten_Island,rat
Toad Hall Playground,Staten_Island,warmaldus cooper
Toad Hall Playground,Staten_Island,moritz
Toad Hall Playground,Staten_Island,rudolph w giuliani
Toad Hall Playground,Staten_Island,kenneth graeme ’ s
Toad Hall Playground,Staten_Island,mole
Toad Hall Playground,Staten_Island,badger
Toad Hall Playground,Staten_Island,toad
Flynn Brothers Playground,Bronx,michael flynn
Flynn Brothers Playground,Bronx,parks
Flynn Brothers Playground,Bronx,michael j
Flynn Brothers Playground,Bronx,john p flynn
Heinrich Heine Fountain,Bronx,johann
Heinrich Heine Fountain,Bronx,elizabeth of austria
Heinrich Heine Fountain,Bronx,ernst herter
Heinrich Heine Fountain,Bronx,fernando ferrer
Heinrich Heine Fountain,Bronx,lorelei
Heinrich Heine Fountain,Bronx,heinrich heine
Heinrich Heine Fountain,Bronx,wolfgang von goethe
Heinrich Heine Fountain,Bronx,pedro g espada
Heinrich Heine Fountain,Bronx,wolfgang scheffler
Wallenberg Forest,Bronx,raoul wallenberg
Wallenberg Forest,Bronx,u thant
Wallenberg Forest,Bronx,david n dinkins
Wallenberg Forest,Bronx,raoul gustav wallenberg
Wallenberg Forest,Bronx,james douglas
Wallenberg Forest,Bronx,june eisland
Wallenberg Forest,Bronx,henry j stern
City Island Wetlands,Bronx,william belden
City Island Wetlands,Bronx,william randolph hearst
City Island Wetlands,Bronx,thomas pell
City Island Wetlands,Bronx,. morgan
City Island Wetlands,Bronx,adrian block
City Island Wetlands,Bronx,david carll
City Island Wetlands,Bronx,vincent astor
City Island Wetlands,Bronx,benjamin palmer
Monitor and Merrimac Monument,Brooklyn,jonathan scott hartley ’ s
Monitor and Merrimac Monument,Brooklyn,thomas fitch rowland
Monitor and Merrimac Monument,Brooklyn,john ericsson
Monitor and Merrimac Monument,Brooklyn,monitor
Monitor and Merrimac Monument,Brooklyn,count platen
Monitor and Merrimac Monument,Brooklyn,kenneth fisher
Monitor and Merrimac Monument,Brooklyn,merrimac
Monitor and Merrimac Monument,Brooklyn,antonio de filippo
Fort Hamilton Athletic Field,Brooklyn,alexander hamilton
Fort Hamilton Athletic Field,Brooklyn,russell pedersen
Fort Hamilton Triangle,Brooklyn,sal f albanese
Fort Hamilton Triangle,Brooklyn,henry j stern
Fort Hamilton Triangle,Brooklyn,alexander hamilton
Eternal Light Flagstaff,Manhattan,auguste rodin
Eternal Light Flagstaff,Manhattan,thomas hastings
Eternal Light Flagstaff,Manhattan,paul wayland bartlett
Eternal Light Flagstaff,Manhattan,rodman wanamaker
Peter Cooper Monument,Manhattan,carl schurz
Peter Cooper Monument,Manhattan,john jay iselin
Peter Cooper Monument,Manhattan,daniel f tiemann
Peter Cooper Monument,Manhattan,sherman
Peter Cooper Monument,Manhattan,saint-gaudens ’
Peter Cooper Monument,Manhattan,peter cooper
Peter Cooper Monument,Manhattan,augustus saint-gaudens
Peter Cooper Monument,Manhattan,samuel jones tilden
Peter Cooper Monument,Manhattan,henry j stern
Peter Cooper Monument,Manhattan,edward r hewitt
Peter Cooper Monument,Manhattan,egbert viele
Peter Cooper Monument,Manhattan,stanford white
Peter Cooper Monument,Manhattan,franklin edson
Peter Cooper Monument,Manhattan,william l strong
Peter Cooper Monument,Manhattan,brendan gill
Peter Cooper Monument,Manhattan,rutherford b hayes
Peter Cooper Monument,Manhattan,sarah
Peter Cooper Monument,Manhattan,abraham lincoln ’ s
Peter Cooper Monument,Manhattan,farragut
Alexander's Alley,Bronx,edwin alexander
Alexander's Alley,Bronx,robert
Alexander's Alley,Bronx,jordan l mott
Alexander's Alley,Bronx,ellen
Ben Abrams Playground,Bronx,bronk
Ben Abrams Playground,Bronx,john mullaly
Ben Abrams Playground,Bronx,ben abrams
Ben Abrams Playground,Bronx,philip leidig
Ben Abrams Playground,Bronx,rudolph w giuliani
Ben Abrams Playground,Bronx,david
Ben Abrams Playground,Bronx,jonas bronck
Ben Abrams Playground,Bronx,lydig
Bruckner Expressway,Bronx,samuel seabury
Bruckner Expressway,Bronx,edward j flynn
Bruckner Expressway,Bronx,robert moses
Bruckner Expressway,Bronx,james lyons
Bruckner Expressway,Bronx,jimmy walker
Bruckner Expressway,Bronx,henry bruckner
Bryant Triangle,Bronx,whittier
Bryant Triangle,Bronx,drake
Bryant Triangle,Bronx,edward t hayes
Bryant Triangle,Bronx,william cullen bryant
Bryant Triangle,Bronx,longfellow
Colgate Close Park,Bronx,odell close
Colgate Close Park,Bronx,william watson
Colgate Close Park,Bronx,sherrod damish
Colgate Close Park,Bronx,john b trevor
Colgate Close Park,Bronx,james colgate
Colgate Close Park,Bronx,susan colby
Colgate Close Park,Bronx,federico perez
Colgate Close Park,Bronx,james boorman colgate
Colgate Close Park,Bronx,cubby the catcher
Colgate Close Park,Bronx,john cloes
Colgate Close Park,Bronx,lucy cruz
Colgate Close Park,Bronx,henry j stern
Co-Op City Ballfields,Bronx,robert moses
Dawson Playground,Bronx,thomas hunt
Dawson Playground,Bronx,james lyons
Dawson Playground,Bronx,henry b dawson
Dunbar Playground,Bronx,wilbur wright
Dunbar Playground,Bronx,william mckinley
Dunbar Playground,Bronx,frederick douglass
Dunbar Playground,Bronx,henry j stern
Dunbar Playground,Bronx,orville wright
Dunbar Playground,Bronx,paul dunbar
Fountain of Youth Playground,Bronx,christopher columbus ’ s
Fountain of Youth Playground,Bronx,federico perez
Fountain of Youth Playground,Bronx,juan ponce de leon
Fountain of Youth Playground,Bronx,charles v
Fountain of Youth Playground,Bronx,ponce de leon ’ s
Allen Shandler Recreation Area,Bronx,aileen b ryan
Allen Shandler Recreation Area,Bronx,sylvia shandler
Allen Shandler Recreation Area,Bronx,adriaen van der donck
Allen Shandler Recreation Area,Bronx,allen shandler
Allen Shandler Recreation Area,Bronx,frank
Allen Shandler Recreation Area,Bronx,frederick van cortlandt
Allen Shandler Recreation Area,Bronx,jacobus van cortlandt
Allen Shandler Recreation Area,Bronx,mario merola
American Boy,Bronx,charles cary rumsey
American Boy,Bronx,louis st lannes
American Boy,Bronx,isaac rice
American Boy,Bronx,julia rice
Barretto Park,Bronx,julia coster
Barretto Park,Bronx,francis j barretto
Barretto Park,Bronx,thomas hunt
Barretto Park,Bronx,henry j stern
Bronx River Soldier Statue,Bronx,john grignola
Bronx River Soldier Statue,Bronx,john b lazzari
Bronx River Soldier Statue,Bronx,john quincy adams ward
Bronx Victory Memorial - Mosholu Parkway,Bronx,woodrow wilson
Bronx Victory Memorial - Mosholu Parkway,Bronx,dwight d eisenhower
Bronx Victory Memorial - Mosholu Parkway,Bronx,jerome connor
Bronx Victory Memorial - Mosholu Parkway,Bronx,francis ferdinand
Bronx Victory Memorial - Mosholu Parkway,Bronx,arthur george waldreaon
Bronx River,Bronx,joseph rodman drake
Bronx River,Bronx,jonas bronck
Captain Oliver Triangle,Bronx,oliver tilden
Captain Oliver Triangle,Bronx,berthold sack
Claremont Community Park,Bronx,elliott zborowski de montsaulain
Claremont Community Park,Bronx,henry j stern
Claremont Community Park,Bronx,anna bathgate
Claremont Community Park,Bronx,michael hogan
Claremont Community Park,Bronx,gouverneur morris ii
Claremont Community Park,Bronx,rudolph w giuliani
Clason Point War Memorial,Bronx,woodrow wilson
Clason Point War Memorial,Bronx,george washington
Clason Point War Memorial,Bronx,william mckinley
Clason Point War Memorial,Bronx,abraham lincoln
Clason Point War Memorial,Bronx,james novelli
Clason Point War Memorial,Bronx,thomas cornell
Clason Point War Memorial,Bronx,isaac clason
Classic Playground,Bronx,robert moses
Classic Playground,Bronx,lillian d wald
Classic Playground,Bronx,june m eisland
Classic Playground,Bronx,john v lindsay
Classic Playground,Bronx,charles stover
Classic Playground,Bronx,august heckscher
Classic Playground,Bronx,seth low
Croton Woods,Bronx,john b jervis ’
Croton Woods,Bronx,frederick
Croton Woods,Bronx,jacobus van cortlandt
Crotona Pool,Bronx,gilmore d clarke
Crotona Pool,Bronx,frederick george richard roth
Crotona Pool,Bronx,alexander bathgate
Crotona Pool,Bronx,aymar embury ii
Crotona Pool,Bronx,herbert magoon
Field of Dreams,Bronx,holcombe rucker
Field of Dreams,Bronx,james naismith
Field of Dreams,Bronx,connie hawkins
Field of Dreams,Bronx,allen iverson
Field of Dreams,Bronx,chris mullin
Field of Dreams,Bronx,kenny anderson
Field of Dreams,Bronx,julius “ dr j ” irving
Field of Dreams,Bronx,wilt chamberlain
Field of Dreams,Bronx,mark jackson
Field of Dreams,Bronx,elton brand
Field of Dreams,Bronx,parks
Field of Dreams,Bronx,lew alcindor
Field of Dreams,Bronx,david dinkins
Field of Dreams,Bronx,kobe bryant
Field of Dreams,Bronx,stephon marbury
Field of Dreams,Bronx,kareem abdul-jabbar
Field of Dreams,Bronx,tiny archibald
Field of Dreams,Bronx,earl “ the goat ” manigault
Field of Dreams,Bronx,vince carter
Fox Playground,Bronx,charlotte leggett
Fox Playground,Bronx,john ahearn
Fox Playground,Bronx,. tiffany
Fox Playground,Bronx,d
Fox Playground,Bronx,george fox
Fox Playground,Bronx,rafael ferrer
Fox Playground,Bronx,william f fox
Fox Playground,Bronx,william fox
Fox Playground,Bronx,rigoberto torres
Van Cortlandt Park - the Wetlands of New York City,Bronx,van cortlandt
Frank Frisch Field,Bronx,frankie ” frisch
Frank Frisch Field,Bronx,cardinal
Frank Frisch Field,Bronx,jonas bronck
Frank Frisch Field,Bronx,the fordham flash ”
Frank Frisch Field,Bronx,norman rockwell
Frank Frisch Field,Bronx,pete rose
Frank Frisch Field,Bronx,frank francis “
Glover&rsquo;s Rock,Bronx,washington
Glover&rsquo;s Rock,Bronx,william howe
Glover&rsquo;s Rock,Bronx,john glover
Gouverneur Morris Triangle,Bronx,gouverneur morris
Gouverneur Morris Triangle,Bronx,louis xvi ’ s
Gouverneur Morris Triangle,Bronx,thomas jefferson
Gouverneur Morris Triangle,Bronx,"gouverneur , jr"
Gouverneur Morris Triangle,Bronx,ann cary randolph
Healy Field,Bronx,sean healy
Healy Field,Bronx,june m eisland
Healy Field,Bronx,adriaen van der donck
Healy Field,Bronx,jacobus van cortlandt
Healy Field,Bronx,frederick
Healy Field,Bronx,teresa
Heath Triangle,Bronx,benedict arnold
Heath Triangle,Bronx,george washington
Heath Triangle,Bronx,william heath
High Rock Playground,Bronx,emily
High Rock Playground,Bronx,james roosevelt
High Rock Playground,Bronx,thomas pell
High Rock Playground,Bronx,robert seton
High Rock Playground,Bronx,william seton
High Rock Playground,Bronx,theodore
High Rock Playground,Bronx,nathaniel prime
High Rock Playground,Bronx,henry j stern
High Rock Playground,Bronx,saint elizabeth seton
High Rock Playground,Bronx,franklin d roosevelt
Huntington Woods,Bronx,huntingtons
Huntington Woods,Bronx,anna hyatt
Huntington Woods,Bronx,lawrence waterbury
Huntington Woods,Bronx,archer milton huntington
Huntington Woods,Bronx,jose marti
Huntington Woods,Bronx,archer huntington
Huntington Woods,Bronx,helen manchester gates
Huntington Woods,Bronx,collis p huntington
Hutchinson River Parkway,Bronx,robert moses
Hutchinson River Parkway,Bronx,william hutchinson
Hutchinson River Parkway,Bronx,anne marbury
Hutchinson River Parkway,Bronx,john winthrop
Hutchinson River Parkway,Bronx,anne hutchinson
Hylan Park,Bronx,william randolph hearst
Hylan Park,Bronx,john mccooey
Hylan Park,Bronx,jimmy walker
Hylan Park,Bronx,john purroy mitchell
Hylan Park,Bronx,john hylan
Hylan Park,Bronx,henry j stern
Hylan Park,Bronx,john f hylan
Indian Field,Bronx,daniel turner
Indian Field,Bronx,chief ninham
Indian Field,Bronx,abraham ninham
Indian Field,Bronx,adriaen van der donck
Indian Field,Bronx,june eisland
Indian Field,Bronx,jacobus van cortlandt
Indian Field,Bronx,devoes
Indian Field,Bronx,frederick
Indian Field,Bronx,mickey caffaro
Indian Lake and Boathouse,Bronx,andrew bathgate
Indian Lake and Boathouse,Bronx,robert moses
Indian Lake and Boathouse,Bronx,morris
The Islands of Pelham Bay,Bronx,englishman bell
The Islands of Pelham Bay,Bronx,john wooley
The Islands of Pelham Bay,Bronx,thomas pell
The Islands of Pelham Bay,Bronx,. marshall ’ s
The Islands of Pelham Bay,Bronx,henry d carey
The Islands of Pelham Bay,Bronx,louisa van slyke
The Islands of Pelham Bay,Bronx,miller
The Islands of Pelham Bay,Bronx,charles c haight
The Islands of Pelham Bay,Bronx,john hunter
The Islands of Pelham Bay,Bronx,oliver delancey
The Islands of Pelham Bay,Bronx,charles swan
The Islands of Pelham Bay,Bronx,james “ yankee ” sullivan
The Islands of Pelham Bay,Bronx,samuel rodman
Jackie Robinson Park,Brooklyn,branch rickey
Jackie Robinson Park,Brooklyn,jackie robinson
Jackie Robinson Park,Brooklyn,nelson a rockefeller
Jackie Robinson Park,Brooklyn,dodger
Jerome Playground South,Bronx,leonard w jerome
Jerome Playground South,Bronx,august belmont
Jerome Playground South,Bronx,randolph churchill
Jerome Playground South,Bronx,jennie jerome
Jerome Playground South,Bronx,kate hall jerome
Jerome Playground South,Bronx,winston churchill
Jerome Playground South,Bronx,lord
The John Kieran Nature Trail,Bronx,van cortlandts
The John Kieran Nature Trail,Bronx,berriens
The John Kieran Nature Trail,Bronx,ackermans
The John Kieran Nature Trail,Bronx,frederick phillipse ’ s
The John Kieran Nature Trail,Bronx,tippetts
The John Kieran Nature Trail,Bronx,john kieran
The John Kieran Nature Trail,Bronx,jacobus van cortlandt
The John Kieran Nature Trail,Bronx,eva
The John Kieran Nature Trail,Bronx,betts
Keltch Park,Bronx,leonard w jerome
Keltch Park,Bronx,jennie
Keltch Park,Bronx,ensign
Keltch Park,Bronx,morris
Keltch Park,Bronx,elliott  sic  zborowski de montsaulvain
Keltch Park,Bronx,arthur macomb
Keltch Park,Bronx,“ the king of wall street
Keltch Park,Bronx,winston churchill
Keltch Park,Bronx,rubin keltch
Kingsbridge Green,Bronx,frederick philipse
Kingsbridge Green,Bronx,june m eisland
Kingsbridge Green,Bronx,george washington
Kingsbridge Green,Bronx,adriaen van der donck
Kingsbridge Green,Bronx,jacob dyckman
Kingsbridge Green,Bronx,jacobus van cortlandt
Kingsbridge Green,Bronx,parks
Kingsbridge Green,Bronx,benjamin palmer
The Lagoon,Bronx,robert moses
The Lagoon,Bronx,rudolph w giuliani
Longfellow Garden,Bronx,henry longfellow
Longfellow Garden,Bronx,henry wadsworth longfellow
Loreto Playground,Bronx,pearsall
Loreto Playground,Bronx,alfred loreto
Loreto Playground,Bronx,john a morris
Mario Merola Grove,Bronx,ed koch
Mario Merola Grove,Bronx,raymond donovan
Mario Merola Grove,Bronx,elizabeth
Mario Merola Grove,Bronx,tullia palermo
Mario Merola Grove,Bronx,michael
Mario Merola Grove,Bronx,david berkowitz
Mario Merola Grove,Bronx,sam ”
Mario Merola Grove,Bronx,marilou
Mario Merola Grove,Bronx,mario merola
Mayaro Playground,Bronx,andrew finlay
Mayaro Playground,Bronx,morrises
Mayaro Playground,Bronx,walter scott
Mayaro Playground,Bronx,henry j stern
Mayaro Playground,Bronx,pedro espada
The Meadow,Bronx,robert moses
100% Playground,Brooklyn,robert moses
Aimee Triangle,Brooklyn,kenneth everett aimee
Aimee Triangle,Brooklyn,joseph m aimee
Aimee Triangle,Brooklyn,david nadel
Aimee Triangle,Brooklyn,kenneth aimee ’ s
Alexander Skene Statue,Brooklyn,alexander mckinnin
Alexander Skene Statue,Brooklyn,annette van der wegen
Alexander Skene Statue,Brooklyn,alexander stewart webb
Alexander Skene Statue,Brooklyn,alexander johnston chalmers skene
Alexander Skene Statue,Brooklyn,mignon
Alexander Skene Statue,Brooklyn,. emery
Alexander Skene Statue,Brooklyn,john massey rhind
Alexander Skene Statue,Brooklyn,astor
American Playground,Brooklyn,eberhard faber
American Playground,Brooklyn,james j browne
Babi Yar Triangle,Brooklyn,austin corbin
Babi Yar Triangle,Brooklyn,yevgeni yevtuchenko
Bailey Fountain,Brooklyn,edgerton swarthout
Bailey Fountain,Brooklyn,calvert vaux
Bailey Fountain,Brooklyn,mary louise bailey
Bailey Fountain,Brooklyn,eugene savage
Bailey Fountain,Brooklyn,frank bailey
Bailey Fountain,Brooklyn,. darlington
Bailey Fountain,Brooklyn,neptune
Bartel-Pritchard Square War Memorial,Brooklyn,woodrow wilson
Bartel-Pritchard Square War Memorial,Brooklyn,dwight d eisenhower
Bartel-Pritchard Square War Memorial,Brooklyn,emil bartel
Bartel-Pritchard Square War Memorial,Brooklyn,william pritchard
Bartel-Pritchard Square War Memorial,Brooklyn,francis ferdinand
Bayview Playground,Brooklyn,robert moses
Bayview Playground,Brooklyn,canarsie
Bayview Playground,Brooklyn,canarsee
Bayview Playground,Brooklyn,jan martense schenck
Memorial Grove,Bronx,franklin delano roosevelt
Metcalf Playground,Bronx,charles
Metcalf Playground,Bronx,robert moses
Metcalf Playground,Bronx,hester metcalf
Mill Brook Playground,Bronx,ira s robbins
Eae J. Mitchell Park,Bronx,eae j mitchell
Eae J. Mitchell Park,Bronx,henry j stern
Eae J. Mitchell Park,Bronx,jose rivera
Niles Triangle,Bronx,roma
Niles Triangle,Bronx,florence m brown
Niles Triangle,Bronx,william white niles 
Niles Triangle,Bronx,charlotte
Niles Triangle,Bronx,isabel niles
Ogden Plimpton Playground,Bronx,william b ogden
Ogden Plimpton Playground,Bronx,george a plimpton
Pelham Bay Park,Bronx,gilmore d clarke
Pelham Bay Park,Bronx,charles ii
Pelham Bay Park,Bronx,robert moses
Pelham Bay Park,Bronx,thomas pell
Pelham Bay Park,Bronx,aymar embury
Pelham Bay Park,Bronx,robert bartow
Pelham Bay Park,Bronx,anne hutchinson
Police Officer Hilario Serrano Playground,Bronx,hilario serrano
Police Officer Hilario Serrano Playground,Bronx,the marquis de lafayette
Police Officer Hilario Serrano Playground,Bronx,gouverneur morris wilkins
Puerto Rican Sun Sculpture,Bronx,tom doyle
Puerto Rican Sun Sculpture,Bronx,rafael ferrer
Puerto Rican Sun Sculpture,Bronx,alice aycock
Puerto Rican Sun Sculpture,Bronx,george trakas
Puerto Rican Sun Sculpture,Bronx,dennis oppenheim
Puerto Rican Sun Sculpture,Bronx,christo
Puerto Rican Sun Sculpture,Bronx,. grannell
Quarry Ballfields,Bronx,lorillards
Quarry Ballfields,Bronx,pierre lorillard
Quarry Ballfields,Bronx,jose rivera
Quarry Ballfields,Bronx,hiram tarbox
Quarry Ballfields,Bronx,abraham lincoln
Quarry Ballfields,Bronx,john hughes
Ryan Triangle,Bronx,.
Ryan Triangle,Bronx,robert moses
Ryan Triangle,Bronx,john j pershing
Ryan Triangle,Bronx,henry j stern
Ryan Triangle,Bronx,george p ryan
Sid Augarten Field,Bronx,leonore prusslin
Sid Augarten Field,Bronx,june m eisland
Sid Augarten Field,Bronx,david
Sid Augarten Field,Bronx,augartens
Sid Augarten Field,Bronx,sid augarten
Sid Augarten Field,Bronx,alan
Siwanoy Trail,Bronx,thomas pell
Siwanoy Trail,Bronx,wampage
Siwanoy Trail,Bronx,ann-hoock
Siwanoy Trail,Bronx,anne hutchinson
Southwest Playground,Bronx,robert moses
Southwest Playground,Bronx,fiorello h la guardia
Southwest Playground,Bronx,george tibbett
Southwest Playground,Bronx,june m eisland
Southwest Playground,Bronx,jacobus van cortlandt
Southwest Playground,Bronx,franklin d roosevelt
Split Rock,Bronx,thomas pell
Split Rock,Bronx,george washington
Split Rock,Bronx,susannah
Split Rock,Bronx,john glover
Split Rock,Bronx,anne hutchinson
Starlight Park,Bronx,robert moses
Starlight Park,Bronx,arthur v sheridan
Starlight Park,Bronx,fernando ferrer
Starlight Park,Bronx,james lyon
Starlight Park,Bronx,nelson rockefeller
Starlight Park,Bronx,lucy cruz
Stebbins Playground,Bronx,henry j stern
Stebbins Playground,Bronx,emma stebbins
Stebbins Playground,Bronx,calvert vaux
Stebbins Playground,Bronx,frederick law olmstead
Stebbins Playground,Bronx,frederick law olmsted
Stebbins Playground,Bronx,henry g stebbins
Strong Street Playground,Bronx,theodore roosevelt
Strong Street Playground,Bronx,frederick william devoe
Strong Street Playground,Bronx,william l strong
Algernon Sydney Sullivan Fountain,Bronx,mary mildred hammond
Algernon Sydney Sullivan Fountain,Bronx,frank wallis
Algernon Sydney Sullivan Fountain,Bronx,john ericsson
Algernon Sydney Sullivan Fountain,Bronx,alfred the great
Algernon Sydney Sullivan Fountain,Bronx,tweed ring
Algernon Sydney Sullivan Fountain,Bronx,william nelson cromwell
Algernon Sydney Sullivan Fountain,Bronx,algernon sydney sullivan
Algernon Sydney Sullivan Fountain,Bronx,jonathan scott hartley
Susan Caserta Playground,Bronx,debbie
Susan Caserta Playground,Bronx,john odell
Susan Caserta Playground,Bronx,joseph
Susan Caserta Playground,Bronx,barbara
Susan Caserta Playground,Bronx,lucy cruz
Susan Caserta Playground,Bronx,susan caserta
Susan Caserta Playground,Bronx,susan boyarsky
Susan Caserta Playground,Bronx,eugene caserta
Throgs Neck Expressway,Bronx,robert moses
Throgs Neck Expressway,Bronx,deliverance
Throgs Neck Expressway,Bronx,augustine hermans
Throgs Neck Expressway,Bronx,roger williams
Throgs Neck Expressway,Bronx,john winthrop ’ s
Throgs Neck Expressway,Bronx,john throckmorton
Trojan Courts,Bronx,paris
Trojan Courts,Bronx,homer
Trojan Courts,Bronx,virgil
Trojan Courts,Bronx,jose rivera
Twin Islands,Bronx,robert moses
Twin Islands,Bronx,thomas pell
Twin Islands,Bronx,james d fish
Tiffany Playground,Bronx,. tiffany
Tiffany Playground,Bronx,george fox
Tiffany Playground,Bronx,fernando ferrer
Tiffany Playground,Bronx,low
Tiffany Playground,Bronx,humphrey tiffany
Tiffany Playground,Bronx,charles lewis tiffany
Tiffany Playground,Bronx,thomas hunt
Tiffany Playground,Bronx,henry j stern
Tiffany Playground,Bronx,william h fox
Van Cortlandt Stadium,Bronx,robert moses
Van Cortlandt Stadium,Bronx,fiorello h la guardia
Van Cortlandt Stadium,Bronx,george tibbett
Van Cortlandt Stadium,Bronx,adriaen van der donck
Van Cortlandt Stadium,Bronx,jacobus van cortlandt
Van Cortlandt Stadium,Bronx,the van cortlandt
Van Cortlandt Stadium,Bronx,frederick
Van Cortlandt Stadium,Bronx,franklin d roosevelt
Virginia Playground,Bronx,george washington
Virginia Playground,Bronx,john marshall
Virginia Playground,Bronx,james monroe
Virginia Playground,Bronx,james madison
Virginia Playground,Bronx,elizabeth i
Virginia Playground,Bronx,thomas jefferson
Virginia Playground,Bronx,lucy cruz
Virginia Playground,Bronx,patrick henry
Virginia Playground,Bronx,john smith
Wade Triangle,Bronx,nathaniel l britton
Wade Triangle,Bronx,john d rockefeller
Wade Triangle,Bronx,pierre lorillard
Wade Triangle,Bronx,peter lorillard
Wade Triangle,Bronx,. morgan
Wade Triangle,Bronx,andrew carnegie
Wade Triangle,Bronx,edward a wade
Wade Triangle,Bronx,george
Wade Triangle,Bronx,cornelius vanderbilt
Waring Playground,Bronx,maria waring
Waring Playground,Bronx,pierre lorillard
Waring Playground,Bronx,robert payne waring
Waring Playground,Bronx,sarah upshaw
Waring Playground,Bronx,peter
Waring Playground,Bronx,george
Washington Park,Bronx,alexander hamilton
Washington Park,Bronx,george washington
Washington Park,Bronx,cornwallis
Washington Park,Bronx,jose rivera
Washington Park,Bronx,thomas jefferson
Washington Park,Bronx,rudolph w giuliani
Washington Park,Bronx,henry j stern
Wave Hill,Bronx,teddy roosevelt
Wave Hill,Bronx,william lewis morris
Wave Hill,Bronx,george w perkins
Wave Hill,Bronx,mark twain
Wave Hill,Bronx,theodore roosevelt
Wave Hill,Bronx,henry j stern
Wave Hill,Bronx,william h appleton
Williamsbridge Square,Bronx,john williams
Wood Park,Bronx,fernando wood
Wood Park,Bronx,daniel tiemann
Wood Park,Bronx,tammany
Wood Park,Bronx,abraham lincoln
Wood Park,Bronx,lucy cruz
Olinville Playground,Bronx,stephen olin
Olinville Playground,Bronx,mary e bostwick
Olinville Playground,Bronx,robert moses
Olinville Playground,Bronx,julia m lynch
Olinville Playground,Bronx,parks
Clinton Playground,Bronx,de witt clinton
Clinton Playground,Bronx,james clinton
Clinton Playground,Bronx,james madison
Clinton Playground,Bronx,rudolph w giuliani
Clinton Playground,Bronx,george clinton
Clinton Playground,Bronx,bathgate
Crotona Nature Center,Bronx,bathgates
Crotona Nature Center,Bronx,andrew bathgate ’ s
Crotona Nature Center,Bronx,morris
Echo Triangle,Bronx,louis risse
Echo Triangle,Bronx,james buckhout
Echo Triangle,Bronx,hiram tarbox
Joseph Yancey Track and Field,Bronx,joseph yancey
Joseph Yancey Track and Field,Bronx,"joseph james yancey , jr"
Joseph Yancey Track and Field,Bronx,joseph “ ten yards ”
Joseph Yancey Track and Field,Bronx,larry ellis
Featherbed Triangle,Bronx,stanford white ’ s
Featherbed Triangle,Bronx,henry mitchell maccracken
Featherbed Triangle,Bronx,henry j stern
John R. Brown Triangle,Bronx,theresa caraccio
John R. Brown Triangle,Bronx,mario biaggi
John R. Brown Triangle,Bronx,john r brown
University Malls,Bronx,mitchell maccracken
University Malls,Bronx,bernard s deutsch
City Island Park,Bronx,thomas pell
City Island Park,Bronx,adriaen block
City Island Park,Bronx,pieter stuyvesant
City Island Park,Bronx,benjamin palmer
Hawkins Park,Bronx,elnathan hawkins
Hawkins Park,Bronx,leonard hillson hawkins
Hawkins Park,Bronx,benjamin palmer
Goble Playground,Bronx,george s goble
Goble Playground,Bronx,robert moses
Goble Playground,Bronx,theodore roosevelt
Goble Playground,Bronx,alexander macomb
Goble Playground,Bronx,rudolph w giuliani
Goble Playground,Bronx,henry j stern
Goble Playground,Bronx,robert macomb
Sheridan Expressway,Bronx,robert moses
Sheridan Expressway,Bronx,arthur v sheridan
Sheridan Expressway,Bronx,herbert hoover
Sheridan Expressway,Bronx,james lyons
Sheridan Expressway,Bronx,franklin d roosevelt
Featherbenches,Bronx,rachel eden
The Cross-Bronx Expressway,Bronx,robert moses
Prospect Playground,Bronx,hiram tarbox
Prospect Playground,Bronx,morris
Fairmount Playground,Bronx,robert cochran
Fairmount Playground,Bronx,edward i koch
Fairmount Playground,Bronx,hiram tarbox
Fairmount Playground,Bronx,dunham
Fairmount Playground,Bronx,thomas minford
Fairmount Playground,Bronx,henry j stern
Whalen Park,Bronx,william c westmoreland
Whalen Park,Bronx,john v lindsay
Whalen Park,Bronx,henry a whalen
Whalen Park,Bronx,mario biaggi
Eastchester Playground,Bronx,thomas pell
Eastchester Playground,Bronx,john adams
Eastchester Playground,Bronx,william o ’ dwyer
Eastchester Playground,Bronx,ann hutchinson
Eastchester Playground,Bronx,rudolph w giuliani
Story Playground,Bronx,joseph story
Story Playground,Bronx,sarah wetmore
Story Playground,Bronx,mary oliver
Story Playground,Bronx,james madison
Story Playground,Bronx,martin van buren
Story Playground,Bronx,oliver wendell holmes
Story Playground,Bronx,henry j stern
Grand Avenue Playground,Bronx,woodrow wilson
Grand Avenue Playground,Bronx,robert moses
Grand Avenue Playground,Bronx,theodore roosevelt
Grand Avenue Playground,Bronx,rudolph w giuliani
Grand Avenue Playground,Bronx,henry j stern
Grand Avenue Playground,Bronx,louis aloys risse
Grand Avenue Playground,Bronx,louis j heintz
Ambrosini Field,Bronx,joe
Ambrosini Field,Bronx,ambro ”
Ambrosini Field,Bronx,donna
Ambrosini Field,Bronx,anthony abraham ambrosini
Ambrosini Field,Bronx,michael demarco
Ambrosini Field,Bronx,marianne
Ambrosini Field,Bronx,frank
